,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
50604,830,1002,11105,0,0,0,0,1932,2,495000
50605,830,1002,11105,0,0,0,0,1932,2,360000
50606,574,38,11102,0,1,10000,19767,1992,4,8500000
50607,662,27,11103,0,12,7132,24600,1927,4,12500000
50608,832,14,11105,0,2,2500,2730,1915,4,1200000
50609,579,1,11106,0,4,10000,10000,1948,4,12500000
50610,579,1,11106,0,4,10000,10000,1948,4,7250000
50612,595,34,11102,1,1,2000,2400,1928,4,1650000
50617,607,109,11106,0,1,623,623,1988,4,1500000
50620,615,36,11102,2,6,3760,7920,1950,4,4900000
50623,656,70,11103,0,4,9450,8420,1950,4,7250000
50625,658,60,11103,0,2,2250,3400,1927,4,13550000
50627,658,64,11103,0,1,1512,2112,1920,4,2300000
50630,658,163,11103,0,2,1512,1944,1930,4,1850000
50633,680,10,11103,0,1,2040,4396,1938,4,2520000
50636,686,12,11103,0,1,5834,17490,1930,4,1412464
50639,791,23,11105,0,2,10000,7180,1965,4,2700000
50640,831,18,11105,0,3,4750,4347,1956,4,5000000
50641,831,20,11105,0,1,11875,22750,1963,4,8500000
50645,513,10,11102,0,2,6250,12500,1940,4,4000000
50647,535,24,11102,0,1,2375,2375,1930,4,1100000
50649,552,15,11106,0,1,3370,2685,1930,4,2750000
50650,607,40,11106,0,2,4000,4000,1920,4,1500000
50652,768,25,11105,0,1,34915,0,1956,4,13000000
50653,644,43,11101,0,0,21806,0,1928,4,7300000
50654,684,1,11103,0,1,4728,4800,1925,4,3000000
50656,704,12,11101,0,1,38000,36000,1960,4,6000000
50658,746,51,0,0,0,3850,0,0,4,6900000
50659,551,12,11105,0,1,2325,2300,1960,4,2139000
50660,732,16,11103,0,1,2450,5935,2007,4,1750000
50661,733,63,11103,0,1,4859,5384,1963,4,2750000
50663,745,138,11103,0,1,2550,4463,1962,4,1540000
50666,746,80,11377,0,1,2582,5160,1983,4,1700000
50668,802,10,11105,0,1,7501,8700,1968,4,2450000
50673,802,39,11105,0,2,2500,4451,2015,4,1798816
50675,802,60,11105,0,1,3000,5352,2015,4,2225000
50676,802,62,11105,0,1,2500,4465,2015,4,1750000
50677,802,63,11105,0,1,2500,4458,2015,4,1750000
50678,802,64,11105,0,1,2500,4450,2015,4,1823542
50679,802,65,11105,0,1,1950,3378,2015,4,1500000
50680,802,67,11105,0,1,1950,3378,2015,4,1598545
50681,802,68,11105,0,1,2500,4450,2015,4,1740000
50682,802,69,11105,0,1,2500,4443,2015,4,1700000
50683,835,4,11105,0,1,6751,4488,1960,4,5100000
50684,509,34,0,0,0,4805,0,0,4,5350000
50690,788,1,11105,0,1,30000,33200,1960,4,9285447
50695,503,1198,11106,0,0,0,0,2007,4,20000
50696,503,1199,11106,0,0,0,0,2007,4,20000
50697,503,1214,11106,0,0,0,0,2007,4,29000
50698,503,1233,11106,0,0,0,0,2007,4,17500
50700,503,1251,11106,0,0,0,0,2007,4,20000
50712,570,1345,11102,0,0,0,0,2008,4,45000
50716,573,1126,11102,0,0,0,0,0,4,55770
50787,642,1041,11106,0,0,0,0,2015,4,70000
50802,881,1053,11105,0,0,0,0,2008,4,30000
50804,807,1001,11105,0,0,0,0,0,4,4750000
50806,573,1112,11102,0,0,0,0,0,4,10140
50823,5542,23,11361,1,0,4000,1092,1955,1,830000
50824,5542,30,11361,1,0,4000,1284,1925,1,810000
50825,5542,36,11361,1,0,6000,1125,1955,1,1200000
50826,5543,104,11361,1,0,3520,1152,1920,1,720000
50827,5543,104,11361,1,0,3520,1152,1920,1,695000
50828,5543,108,11361,1,0,4000,1092,1955,1,980000
50829,5547,85,11361,1,0,4000,1040,1950,1,915000
50830,5558,12,11361,1,0,4000,1233,1950,1,888000
50832,5559,85,11361,1,0,4001,988,1955,1,890000
50833,5561,30,11361,1,0,3000,1260,1955,1,783000
50835,5779,45,11360,1,0,4000,1287,1950,1,785000
50836,5779,47,11360,1,0,4000,1287,1950,1,530000
50837,5780,40,11360,1,0,4980,1830,1965,1,935000
50838,5780,45,11360,1,0,3400,1830,1965,1,885000
50839,5790,1,11357,1,0,4523,1760,1925,1,718000
50841,5799,35,11360,1,0,1800,1232,1950,1,659000
50842,5800,33,11360,1,0,3840,1182,1955,1,735000
50844,5803,17,11360,1,0,4275,1043,1960,1,895000
50847,5804,41,11360,1,0,4320,1135,1950,1,755000
50848,5804,54,11360,1,0,4320,975,1950,1,680000
50849,5804,59,11360,1,0,4320,975,1950,1,780000
50850,5804,77,11360,1,0,4320,975,1955,1,680000
50854,5806,44,11360,1,0,4320,1108,1945,1,705000
50855,5863,318,11360,1,0,4563,1248,1950,1,890000
50856,5863,334,11360,1,0,3225,1566,1960,1,938000
50857,5863,362,11360,1,0,4317,1566,1960,1,875000
50858,5863,396,11360,1,0,4017,1566,1960,1,915000
50860,5967,30,11358,1,0,4387,1440,1935,1,930000
50861,5968,38,11358,1,0,5149,2488,1935,1,1250000
50863,5969,33,11360,1,0,7920,1288,1940,1,870000
50864,5970,14,11358,1,0,3900,1394,1935,1,815000
50865,5972,22,11360,1,0,3800,1148,1945,1,860000
50866,5973,31,11360,1,0,4000,1472,1930,1,906500
50870,5977,32,11360,1,0,5200,2173,1970,1,1100000
50873,5981,60,11360,1,0,5130,1980,1965,1,933000
50874,5981,96,11360,1,0,5517,1980,1965,1,845000
50875,5982,59,11360,1,0,5090,1445,1950,1,815000
50878,5986,54,11360,1,0,4300,2118,1955,1,890000
50880,5989,36,11360,1,0,4500,1755,1960,1,920000
50882,5990,44,11360,1,0,4200,2149,1960,1,580000
50883,5990,60,11360,1,0,4100,2135,1960,1,910000
50884,5993,23,11360,1,0,4100,1825,1945,1,970000
50885,5993,41,11360,1,0,4515,1652,1950,1,1090000
50886,5994,71,11360,1,0,4550,1890,1950,1,910000
50890,5996,29,11360,1,0,4000,1356,1945,1,350000
50891,5997,17,11360,1,0,5000,1356,1950,1,883000
50892,5998,33,11360,1,0,5000,1152,1955,1,825000
50894,5999,38,11360,1,0,5000,1350,1960,1,998000
50895,6000,5,11360,1,0,5000,3895,2002,1,697000
50900,6005,6,11360,1,0,7021,2700,1991,1,2400000
50901,6006,1,11360,1,0,7200,1650,1960,1,1110000
50902,6008,84,11360,1,0,16632,4627,1960,1,2300000
50905,6010,26,11360,1,0,4000,1248,1960,1,931000
50906,6012,29,11360,1,0,3742,1951,1960,1,918000
50907,6013,23,11360,1,0,7875,4000,1993,1,1400000
50909,6018,54,11360,1,0,7933,2136,1940,1,1098594
50910,6018,54,11360,1,0,7933,2136,1940,1,837500
50911,6020,21,11358,1,0,1900,1406,1945,1,775000
50912,6020,23,11358,1,0,1900,1406,1945,1,770000
50913,6021,7,11358,1,0,1754,1008,1940,1,625000
50914,6023,7,11360,1,0,2000,1504,1940,1,795000
50916,6025,11,11358,1,0,3300,1278,1925,1,838888
50917,6025,21,11358,1,0,3107,1080,1925,1,690000
50918,6026,14,11361,1,0,1900,1065,1925,1,570000
50920,6026,48,11358,1,0,1958,1200,1925,1,600000
50921,6027,36,11361,1,0,1900,1050,1930,1,190000
50922,6027,58,11361,1,0,1958,1185,1930,1,680000
50923,6031,1,11361,1,0,3800,1406,1950,1,800000
50924,6031,18,11361,1,0,1958,1380,1935,1,670000
50925,6031,20,11361,1,0,1958,1080,1935,1,579500
50926,6032,23,11361,1,0,1958,1080,1920,1,580000
50927,6032,33,11361,1,0,1900,1080,1920,1,613000
50928,6033,15,11361,1,0,1860,1065,1930,1,650000
50930,6037,49,11361,1,0,1860,1050,1930,1,515000
50931,6042,28,11360,1,0,4500,1656,1950,1,945000
50932,6050,31,11360,1,0,5000,2040,1955,1,1300000
50933,6051,40,11361,1,0,4500,1520,1940,1,925000
50934,6053,28,11360,1,0,3555,2216,1910,1,760000
50935,6053,28,11360,1,0,3555,2216,1910,1,917500
50937,6055,32,11360,1,1,3750,1886,1960,1,910000
50939,6055,95,11361,1,0,5500,2380,1940,1,1600000
50941,6057,3,11360,1,0,5914,3000,2007,1,1960000
50944,6057,65,11360,1,0,9000,1805,1925,1,1387500
50945,6061,10,11361,1,0,4500,2350,1950,1,1700000
50946,6062,28,11361,1,0,2200,1456,1935,1,670000
50947,6062,34,11361,1,0,2000,1460,1935,1,790000
50948,6063,49,11361,1,0,1920,1040,1940,1,660000
50954,6075,16,11361,1,0,1842,1080,1930,1,672500
50955,6075,27,11358,1,0,1888,1080,1930,1,430000
50958,6077,18,11358,1,0,1945,970,1930,1,730000
50959,6079,6,11361,1,0,1900,1305,1940,1,730000
50960,6080,2,11361,1,0,1880,1290,1930,1,725000
50961,6080,7,11361,1,0,2000,1290,1930,1,746000
50962,6081,17,11361,1,0,1842,1065,1930,1,652000
50963,6083,27,11361,1,0,1755,1080,1930,1,605500
50964,6085,39,11361,1,0,3800,1102,1945,1,820000
50965,6086,33,11361,1,0,1755,1020,1940,1,600000
50967,6086,45,11361,1,0,1750,1020,1940,1,615000
50968,6087,33,11361,1,0,1863,1284,1925,1,660000
50969,6090,16,11361,1,0,4342,1497,1950,1,860000
50970,6092,25,11361,1,0,2310,1284,1935,1,630000
50971,6096,13,11361,1,0,3000,1532,1925,1,780000
50972,6096,19,11361,1,0,3000,1252,1925,1,685000
50973,6100,4,11361,1,0,3800,1460,1950,1,860000
50975,6100,19,11361,1,0,4480,1416,1930,1,843000
50976,6104,9,11361,1,0,4512,2457,1960,1,965000
50978,6109,5,11361,1,0,4300,830,1945,1,870000
50980,6113,13,11361,1,0,4117,1204,1951,1,781000
50981,6115,22,11361,1,0,9127,2724,1940,1,1640000
50982,6118,5,11361,1,0,5004,1106,1950,1,700000
50984,6120,42,11361,1,0,13272,2340,1975,1,1399000
50985,6143,30,11361,1,0,1848,1088,1950,1,498000
50988,6146,40,11361,1,0,2300,1344,1920,1,820000
50989,6146,44,11361,1,0,2300,1344,1920,1,789000
50990,6147,15,11361,1,0,3700,1251,1945,1,800000
50991,6152,24,11361,1,0,4387,1104,1950,1,800000
50992,6153,1,11361,1,0,5000,1196,1950,1,800000
50993,6153,28,11361,1,0,8000,843,1901,1,1060000
50994,6153,42,11361,1,0,4000,1511,1950,1,835000
50995,6154,24,11361,1,0,4000,1600,1950,1,800000
50996,6157,38,11361,1,0,6000,1996,1950,1,900000
50998,6163,37,11361,1,0,4000,920,1920,1,867000
51000,6165,7,11361,1,0,5500,2729,1930,1,1190000
51002,6165,48,11361,1,0,6000,1624,1940,1,960000
51003,6167,22,11361,1,0,4000,1970,1920,1,800000
51004,6169,1,11361,1,0,3000,1906,1960,1,805000
51007,6171,26,11361,1,0,4200,2800,1988,1,1345360
51008,6173,9,11361,1,0,6065,1286,1950,1,350000
51009,6173,21,11361,1,0,1863,1224,1950,1,745000
51010,6173,31,11361,1,0,4200,2962,1965,1,1500000
51011,6178,28,11361,1,0,5000,2016,1920,1,1250000
51012,6179,41,11361,1,1,2500,1024,1930,1,700000
51013,6180,18,11361,1,0,3000,2058,1930,1,783000
51016,6183,54,11361,1,0,5000,2412,1920,1,1150000
51017,6185,24,11361,1,0,4000,2756,1985,1,950000
51018,6186,55,11361,1,0,5000,1608,1925,1,850000
51020,6186,67,11361,1,0,3300,1810,1925,1,850000
51021,6186,71,11361,1,0,3400,1738,1925,1,770000
51022,6188,28,11361,1,0,5000,1040,1950,1,850000
51023,6190,59,11361,1,0,4000,1196,1960,1,820000
51026,6192,80,11361,1,0,5366,1120,1960,1,840000
51027,6192,85,11361,1,0,4459,1960,1960,1,820000
51029,6194,32,11361,1,0,4320,2265,1965,1,1250000
51030,6196,34,11361,1,0,6000,3944,1920,1,2088000
51033,6201,27,11361,1,0,4000,1008,1955,1,820000
51034,6203,36,11361,1,0,1296,1732,1955,1,630000
51038,6206,101,11361,1,0,4000,1239,1920,1,430950
51040,6207,14,11361,1,0,4000,1632,1940,1,150000
51042,6208,41,11361,1,0,1900,1352,1989,1,511000
51044,6220,13,11361,1,0,4000,1688,1920,1,925000
51045,6222,10,11361,1,0,6000,2597,1920,1,1388888
51046,6245,38,11361,1,0,2650,1719,1930,1,690000
51047,6246,6,11361,1,0,5000,1889,1930,1,975000
51048,6250,26,11361,1,0,5000,1905,1960,1,958000
51049,6256,3,11361,1,0,4000,2466,1930,1,1088000
51050,6257,12,11361,1,0,3488,1922,1930,1,1100000
51051,6257,26,11361,1,0,5288,2688,2008,1,1380000
51053,6266,47,11361,1,0,6000,1866,1920,1,904500
51054,6271,36,11361,1,0,4550,1042,1940,1,765000
51055,6271,44,11361,1,0,5000,1624,1940,1,815000
51056,6272,24,11361,1,0,6540,2600,1930,1,1290000
51057,6274,12,11361,1,0,4000,1230,1945,1,948000
51058,6276,50,11361,1,0,4000,1974,1901,1,550000
51059,6289,12,11361,1,0,6242,1839,1910,1,920000
51060,6303,6,11361,1,0,4000,2538,1910,1,870000
51061,6307,50,11361,1,0,5000,2170,1930,1,975000
51063,6312,15,11361,1,0,4650,2236,1930,1,1048000
51064,6312,22,11361,1,0,3817,2108,1930,1,934000
51066,6315,88,11361,1,0,5000,2376,1935,1,1135000
51067,6317,8,11361,1,0,6000,1948,1935,1,1067000
51068,6319,18,11361,1,0,4830,1196,1940,1,774000
51069,6324,16,11361,1,0,5285,1628,1940,1,958000
51070,6326,1,11361,1,0,4000,1728,1940,1,999988
51072,6339,70,11361,1,0,4000,2175,1965,1,980000
51074,6339,94,11361,1,0,5980,0,2015,1,1796242
51075,6339,96,11361,1,0,5878,3138,2015,1,1812485
51077,6340,186,11361,1,0,4350,2352,1960,1,835000
51079,6344,41,11361,1,0,3960,1328,1955,1,850000
51080,7301,62,11361,1,0,3000,1024,1950,1,672045
51082,7308,5,11361,1,0,2700,1216,1960,1,670000
51084,7308,39,11361,1,0,2880,1280,1955,1,800000
51085,7308,41,11361,1,0,2880,1280,1955,1,100000
51086,7309,41,11361,1,0,2500,1234,1920,1,1720000
51089,7310,30,11361,1,0,2000,800,1945,1,189535
51091,7310,44,11361,1,0,1900,760,1945,1,615000
51092,7310,57,11361,1,0,1995,800,1945,1,670000
51094,7313,51,11361,1,0,5000,2002,1920,1,980000
51096,7318,128,11361,1,0,2600,1024,1950,1,630000
51098,7321,13,11361,1,0,2782,1224,1960,1,635000
51099,7325,1,11361,1,0,2277,1226,1960,1,780000
51101,7325,16,11361,1,0,2494,1216,1960,1,610000
51102,7325,33,11361,1,0,1800,1332,1950,1,405000
51106,7333,241,11361,1,0,2528,1608,1920,1,900000
51107,7334,12,11361,1,0,2017,1448,1930,1,760000
51108,7334,13,11361,1,0,2017,1448,1930,1,838000
51111,7334,48,11361,1,0,2858,1488,1930,1,775000
51113,7335,33,11361,1,0,3219,1567,1935,1,840888
51118,7337,34,11361,1,0,2700,1122,1955,1,735000
51119,7338,32,11361,1,0,4000,1162,1950,1,855000
51121,7342,1,11361,1,0,4165,1976,1940,1,215000
51122,7343,7,11361,1,0,2996,1122,1950,1,768000
51124,7345,6,11361,1,0,4600,1174,1955,1,775000
51125,7347,42,11361,1,0,1800,1438,1950,1,710000
51126,7350,10,11361,1,0,3241,1260,1955,1,712000
51128,7350,58,11361,1,0,3124,1260,1955,1,777000
51130,7352,6,11361,1,0,5100,1136,1950,1,725000
51131,7355,66,11364,1,0,2380,1224,1960,1,700000
51132,7359,51,11364,1,0,3880,1440,1950,1,850000
51133,7360,17,11364,1,0,3100,1428,1925,1,865000
51134,7360,48,11364,1,0,4400,1125,1950,1,870000
51135,7361,16,11364,1,0,3000,1600,1920,1,450000
51136,7365,40,11364,1,0,2900,1640,1920,1,830000
51137,7365,55,11364,1,0,2900,1640,1920,1,550883
51138,7366,44,11364,1,0,2733,836,1935,1,749000
51140,7367,31,11364,1,0,4000,1277,1940,1,375000
51142,7372,14,11364,1,0,4224,960,1940,1,768000
51143,7372,48,11364,1,0,4000,1075,1940,1,825000
51144,7372,62,11364,1,0,4000,1495,1940,1,819000
51145,7372,66,11364,1,0,4000,1495,1940,1,815000
51146,7377,58,11364,1,0,2425,1166,1955,1,675000
51147,7378,19,11364,1,0,3000,1485,1920,1,890000
51148,7379,11,11364,1,0,3400,1570,1920,1,839999
51149,7380,11,11364,1,0,2750,1224,1955,1,685000
51151,7382,52,11364,1,0,3317,1750,1925,1,625000
51152,7384,32,11364,1,0,2300,1332,1950,1,848000
51153,7385,22,11364,1,0,4000,1456,1955,1,870000
51154,7385,36,11364,1,0,4000,1125,1955,1,949000
51155,7387,33,11364,1,0,4000,1168,1945,1,750000
51156,7390,12,11364,1,0,4000,1250,1950,1,815000
51157,7397,16,11364,1,0,4000,1196,1935,1,750000
51158,7397,18,11364,1,0,4300,1600,1935,1,975000
51159,7399,35,11364,1,0,2626,1692,1935,1,875000
51163,7404,93,11364,1,0,5720,1063,1950,1,998000
51165,7409,8,11364,1,0,4000,1257,1950,1,840000
51166,7409,12,11364,1,0,4000,2000,1950,1,994000
51167,7412,9,11364,1,0,4000,1170,1950,1,860000
51168,7412,33,11364,1,0,4900,2378,1950,1,1408000
51169,7414,53,11364,1,0,3000,1300,1940,1,675000
51170,7416,22,11364,1,0,4000,1210,1950,1,870000
51171,7416,38,11364,1,0,4000,1210,1950,1,883000
51172,7417,44,11364,1,0,4000,1132,1950,1,985000
51175,7420,15,11364,1,0,3960,1010,1940,1,850000
51177,7421,4,11364,1,0,3942,1296,1940,1,1030000
51179,7423,42,11364,1,0,3960,1398,1945,1,945000
51180,7424,28,11364,1,0,4000,1620,1935,1,958000
51181,7431,29,11364,1,0,4000,2200,1950,1,1258000
51182,7432,32,11364,1,0,5000,1114,1950,1,820000
51184,7434,21,11364,1,0,1800,1152,1945,1,612000
51185,7435,25,11364,1,0,2500,960,1950,1,665000
51186,7435,60,11364,1,0,1800,1152,1955,1,660000
51187,7435,67,11364,1,0,1800,1152,1955,1,650000
51189,7436,55,11364,1,0,2500,960,1950,1,639999
51191,7437,29,11364,1,0,6000,2426,1930,1,1300000
51194,7438,39,11364,1,0,4000,1962,1960,1,950000
51195,7441,1,11364,1,0,4059,1296,1940,1,851000
51197,7443,21,11364,1,0,3960,2268,1945,1,1380000
51198,7443,50,11364,1,0,3990,1200,1950,1,840000
51199,7446,23,11364,1,0,4200,1252,1960,1,875000
51200,7447,14,11364,1,0,4000,1068,1960,1,850000
51201,7447,50,11364,1,0,4000,1068,1960,1,720000
51202,7448,14,11364,1,0,4000,968,1950,1,499900
51203,7451,1,11364,1,0,3880,1564,1935,1,910000
51206,7452,55,11364,1,0,4000,1495,1940,1,750000
51207,7452,55,11364,1,0,4000,1495,1940,1,750000
51208,7456,1,11364,1,0,2100,1382,1940,1,785000
51209,7456,9,11364,1,0,1800,1152,1940,1,718000
51210,7456,23,11364,1,0,1800,1152,1940,1,700000
51212,7456,30,11364,1,0,1800,1152,1947,1,690000
51213,7456,42,11364,1,0,4650,2220,1960,1,831500
51215,7459,44,11364,1,0,4000,1222,1955,1,850000
51216,7460,19,11364,1,0,4000,1148,1955,1,820000
51217,7460,47,11364,1,0,4000,1657,1950,1,850000
51218,7461,87,11364,1,0,3901,1400,1955,1,905000
51219,7463,50,11364,1,0,4116,1248,1950,1,808888
51222,7465,39,11364,1,0,3995,1418,1945,1,900000
51224,7467,50,11364,1,0,4000,1418,1938,1,860000
51225,7469,22,11364,1,0,4000,1200,1945,1,868000
51226,7469,45,11364,1,0,4000,1173,1945,1,810000
51228,7471,49,11364,1,0,5740,1329,1945,1,2450000
51231,7472,52,11361,1,0,6340,3074,1955,1,1280000
51233,7500,40,11364,1,0,6700,2280,1960,1,1118000
51234,7500,72,11364,1,0,10735,2467,1960,1,1095000
51235,7503,6,11364,1,0,6135,1391,1950,1,900000
51236,7503,49,11364,1,0,4600,1391,1950,1,809000
51237,7503,51,11364,1,0,4500,1391,1950,1,890000
51238,7505,14,11364,1,0,9975,2319,1960,1,1200000
51240,7506,47,11364,1,0,5000,1424,1955,1,920000
51242,7509,33,11364,1,0,6000,1390,1960,1,1050000
51243,7509,39,11364,1,0,6000,1390,1960,1,957000
51245,7512,34,11364,1,0,5472,1325,1955,1,870000
51246,7512,36,11364,1,0,5136,1325,1955,1,920000
51247,7514,15,11364,1,0,4000,1100,1950,1,880000
51248,7514,20,11364,1,0,4600,1100,1950,1,856000
51251,7515,24,11364,1,0,4000,1100,1950,1,800000
51252,7516,36,11364,1,0,4800,1175,1950,1,850000
51253,7516,51,11364,1,0,5000,1444,1950,1,850000
51257,7524,43,11364,1,0,2588,2200,1965,1,880000
51261,7567,66,11364,1,0,4700,2625,1960,1,988000
51263,5523,40,11361,2,0,3400,2496,1920,1,1230000
51264,5543,140,11361,2,0,4000,2496,1925,1,100000
51265,5544,9,11361,2,0,4000,2150,1955,1,900000
51266,5544,9,11361,2,0,4000,2150,1955,1,900000
51276,5861,24,11360,2,0,3780,3267,1967,1,1200000
51277,5861,32,11360,2,0,3390,3267,1975,1,1200000
51278,5861,94,11360,2,0,3968,2332,1975,1,1148800
51279,5863,501,11360,2,0,3227,3214,1975,1,1300000
51281,5863,541,11360,2,0,3225,3267,1975,1,1078000
51283,5863,562,11360,2,0,3200,3214,1975,1,1375000
51284,5863,584,11360,2,0,3200,3267,1975,1,900000
51285,5863,648,11360,2,0,3360,3267,1975,1,1275000
51286,5900,219,11360,2,0,2100,3265,1973,1,970000
51287,5944,21,11360,2,0,3217,3186,1980,1,1290000
51289,5944,80,11360,2,0,3200,2199,1980,1,1130000
51290,5945,44,11360,2,0,3500,3287,1975,1,1460000
51291,5945,46,11360,2,0,3200,3287,1975,1,1144250
51292,5945,52,11360,2,0,3200,2359,1975,1,1240000
51294,5948,39,11360,2,0,3200,2960,1960,1,1220000
51295,5948,60,11360,2,0,3200,3100,1960,1,950000
51296,5948,67,11360,2,0,3200,3400,1970,1,1350000
51297,5948,91,11360,2,0,3200,3200,1970,1,1310000
51300,5977,138,11360,2,0,5000,3406,1960,1,1310000
51301,5977,183,11360,2,0,5685,3250,1960,1,925000
51302,5977,192,11360,2,0,5088,3250,1960,1,1218000
51304,6022,5,11358,2,0,2242,1600,1920,1,899000
51305,6022,21,11360,2,0,2800,1406,1930,1,800000
51306,6023,17,11360,2,0,2000,1504,1940,1,732000
51307,6025,25,11358,2,0,3587,3521,1925,1,1110000
51309,6029,38,11361,2,0,3800,1135,1945,1,1486645
51310,6030,17,11360,2,0,4481,3250,1960,1,1368000
51311,6032,16,11361,2,0,1958,1080,1920,1,698000
51313,6087,6,11361,2,0,1888,2000,1930,1,835000
51315,6099,9,11361,2,0,2100,1644,1955,1,980000
51316,6144,23,11361,2,0,3000,1912,1925,1,1030000
51317,6145,49,11361,2,0,3000,2400,1957,1,1198000
51319,6148,18,11361,2,0,4000,1848,1945,1,1250000
51321,6157,23,11361,2,0,4000,1675,1950,1,990000
51322,6163,30,11361,2,0,6000,2076,1920,1,999999
51325,6179,27,11361,2,0,3500,2090,2008,1,280000
51326,6179,35,11361,2,0,3000,2525,1930,1,990000
51327,6179,43,11361,2,0,1750,1544,1930,1,610950
51328,6180,36,11361,2,0,3542,960,1930,1,1085000
51329,6205,119,11361,2,0,2678,1960,1955,1,1020000
51330,6205,145,11361,2,0,3000,2849,2004,1,1240000
51331,6206,108,11361,2,0,6601,3217,1960,1,1500000
51333,6220,29,11361,2,0,6000,2396,1920,1,1150000
51337,6227,77,11361,2,0,2300,2415,1955,1,970000
51338,6232,20,11361,2,0,3850,1398,1930,1,900000
51340,6245,27,11361,2,0,3325,1751,1930,1,838000
51341,6245,31,11361,2,0,3325,1944,1930,1,770000
51344,6248,12,11361,2,0,3828,2200,1950,1,450000
51345,6249,29,11361,2,0,8000,3984,1925,1,1650000
51349,6262,28,11361,2,1,1415,2800,1932,1,1650000
51350,6264,30,11361,2,0,3000,1384,1960,1,931200
51351,6265,48,11361,2,0,4000,1964,1930,1,998000
51352,6271,10,11361,2,0,958,1810,1940,1,850000
51354,6276,43,11361,2,0,4000,2400,2004,1,1400000
51355,6279,16,11361,2,0,3325,1324,1930,1,962000
51358,6299,10,11361,2,0,1662,2157,1930,1,712888
51359,6299,110,11361,2,0,1625,2109,1930,1,900000
51360,6309,45,11361,2,0,1600,1720,1989,1,1169000
51361,6310,31,11361,2,1,2700,3312,1950,1,1100000
51362,6310,36,11361,2,0,2600,2722,1970,1,1190000
51363,6315,38,11361,2,0,2500,1511,2004,1,939000
51365,6319,6,11361,2,0,4000,1645,1940,1,868000
51367,6322,4,11361,2,0,5000,1956,1955,1,1050000
51369,6329,23,11361,2,0,1995,3580,1970,1,1320000
51370,7302,51,11361,2,0,2500,1280,1920,1,670000
51371,7306,3,11361,2,0,5000,1236,1920,1,950000
51372,7306,26,11361,2,0,4000,1050,1955,1,1120075
51374,7308,25,11361,2,0,4000,2016,1955,1,950000
51377,7314,5,11361,2,0,5000,2666,1920,1,1800000
51381,7314,23,11361,2,0,5000,2140,1920,1,1182500
51384,7319,21,11364,2,0,4807,1748,1925,1,598000
51385,7324,27,11361,2,0,3000,1534,1910,1,655000
51388,7329,33,11361,2,0,1840,1720,1950,1,264987
51389,7330,8,11361,2,0,2500,1920,1950,1,50000
51391,7359,14,11364,2,0,4000,1703,1950,1,975000
51393,7365,1,11364,2,0,3823,1646,1950,1,790000
51394,7366,63,11364,2,0,4000,1812,1935,1,1090000
51396,7378,10,11364,2,0,2500,1475,1920,1,800000
51398,7382,39,11364,2,0,3642,2128,1925,1,880000
51399,7384,53,11364,2,0,2000,1760,1940,1,928000
51402,7416,8,11364,2,0,2800,3104,1955,1,1250000
51405,7439,5,11364,2,0,5258,1304,1950,1,20000
51406,7439,5,11364,2,0,5258,1304,1950,1,20000
51408,7473,14,11361,2,0,2925,2274,1988,1,1220000
51409,7473,15,11361,2,0,4550,1393,1950,1,730000
51412,7520,85,11364,2,0,3400,3415,1970,1,1300000
51415,7522,1,11364,2,0,3200,2712,1965,1,1120000
51416,7522,55,11364,2,0,3200,2712,1965,1,1170000
51421,7526,27,11364,2,0,4873,2268,1965,1,850000
51422,7527,57,11364,2,0,3000,2976,1970,1,995000
51425,7530,45,11364,2,0,3433,3635,1970,1,1430000
51428,7531,77,11364,2,0,3433,3393,1970,1,1310000
51430,7532,14,11364,2,0,3075,3118,1965,1,1130000
51431,7532,66,11364,2,0,3075,3118,1965,1,535000
51434,7566,30,11364,2,0,5000,3120,2011,1,1760000
51435,7567,17,11364,2,0,4800,3445,1955,1,1290000
51436,7569,20,11364,2,0,3570,2268,1965,1,950000
51437,5865,122,11360,3,0,1968,2550,1970,1,990000
51438,5865,125,11360,3,0,1970,2550,1970,1,1070000
51439,5938,94,11360,3,0,2200,3430,1970,1,1250000
51440,5938,98,11360,3,0,2200,3430,1970,1,1320000
51441,5950,34,11360,3,0,3217,3768,1970,1,1500000
51442,5958,58,11360,3,0,2478,3265,1970,1,1390000
51444,6054,27,11360,3,0,1056,2007,1940,1,870000
51447,6204,1,11361,3,0,2300,3099,1950,1,1200000
51449,6204,30,11361,3,0,3360,2640,1930,1,1060000
51452,6235,38,11361,3,0,2700,3202,1975,1,500000
51464,6328,22,11361,3,0,3040,3267,1965,1,1340000
51465,6328,24,11361,3,0,2660,3267,1965,1,1290000
51466,7306,29,11361,3,0,1600,1764,1920,1,620000
51467,7319,19,11364,3,0,3443,2200,1940,1,985000
51468,7346,25,11361,3,0,2084,2680,1950,1,483333
51470,5843,1003,11360,1,0,0,0,0,1,620000
51471,5843,1009,11360,1,0,0,0,0,1,668000
51473,5843,1043,11360,1,0,0,0,1982,1,470000
51475,5843,1051,11360,1,0,0,0,1982,1,680000
51476,5843,1052,11360,1,0,0,0,1982,1,525000
51477,5843,1062,11360,1,0,0,0,1982,1,718000
